split_idx,best_val_acc,fold_dir
1,0.5,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_001
2,0.5,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_002
3,0.5,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_003
4,0.6,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_004
5,0.6,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_005
6,0.6,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_006
7,0.6,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_007
8,0.5555555555555556,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_008
9,0.5555555555555556,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_009
10,0.5555555555555556,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_010
11,0.5,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_011
12,0.5,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_012
13,0.5,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_013
14,0.6,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_014
15,0.6,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_015
16,0.6,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_016
17,0.6,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_017
18,0.5555555555555556,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_018
19,0.5555555555555556,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_019
20,0.5555555555555556,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_020
21,0.5,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_021
22,0.5,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_022
23,0.5,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_023
24,0.6,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_024
25,0.6,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_025
26,0.6,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_026
27,0.6,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_027
28,0.5555555555555556,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_028
29,0.5555555555555556,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_029
30,0.5555555555555556,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_030
31,0.5,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_031
32,0.5,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_032
33,0.5,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_033
34,0.6,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_034
35,0.6,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_035
36,0.6,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_036
37,0.6,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_037
38,1.0,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_038
39,0.8888888888888888,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_039
40,1.0,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_040
41,1.0,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_041
42,1.0,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_042
43,0.9,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_043
44,1.0,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_044
45,1.0,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_045
46,1.0,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_046
47,1.0,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_047
48,1.0,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_048
49,1.0,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_049
50,1.0,/scratch/slurm_tmpdir/job_2071826/job_2071826/results/vit_b32_bfloat16_251107_1451/split_050
